name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kolkata,10-12-2021,27,19.9,23.1,28.2,19.9,23.2,19,78.7,0,0,0,,0,0,,11.2,5.9,1016.4,84.2,2.7,124,10.7,5,,2021-12-10T06:05:49,2021-12-10T16:52:45,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,11-12-2021,28,19,23.2,29.7,19,23.6,19.3,80.3,0,0,0,,0,0,,11.2,16,1016.5,36,2.3,168.6,14.5,6,,2021-12-11T06:06:27,2021-12-11T16:53:03,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,12-12-2021,25,18.3,21.5,25,18.3,21.5,16.5,74.5,0,0,0,,0,0,,20.5,8,1017.5,15.6,2.3,160.4,13.8,6,,2021-12-12T06:07:04,2021-12-12T16:53:22,0.32,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,13-12-2021,26,16.1,20.8,26,16.1,20.8,14.5,69.4,0,0,0,,0,0,,16.6,352.9,1016.2,18.9,2.5,176.7,15.2,7,,2021-12-13T06:07:41,2021-12-13T16:53:42,0.37,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,14-12-2021,26,15.6,20.4,26,15.6,20.4,14.5,71,0,0,0,,0,0,,14.8,347.4,1015,23.1,2.3,169.6,14.4,6,,2021-12-14T06:08:16,2021-12-14T16:54:04,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,15-12-2021,26,15.3,20,26,15.3,20,13.9,70.1,0,0,0,,0,0,,11.2,328.7,1014.7,28.6,2.3,167.1,14.2,6,,2021-12-15T06:08:52,2021-12-15T16:54:26,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,16-12-2021,25,15,19.5,25,15,19.5,15.1,77.4,0,0,0,,0,0,,13,329.8,1015.4,25.6,2.1,155.4,13.5,6,,2021-12-16T06:09:26,2021-12-16T16:54:50,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,17-12-2021,25,15.2,19.8,25,15.2,19.8,13.7,70.8,0,0,0,,0,0,,13,334.3,1015.1,11.2,2.5,183.4,16,7,,2021-12-17T06:10:00,2021-12-17T16:55:15,0.49,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,18-12-2021,25,14.5,19.9,25,14.5,19.9,15.7,77.9,0,0,0,,0,0,,16.6,345.2,1014.6,7.9,2.5,172.6,14.7,7,,2021-12-18T06:10:34,2021-12-18T16:55:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,19-12-2021,22,15,18.4,22,15,18.4,11.8,66.9,0,0,0,,0,0,,18.4,333.4,1016.2,5.9,2.7,164.7,14.1,6,,2021-12-19T06:11:06,2021-12-19T16:56:08,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,20-12-2021,22,12,17,22,12,17,8.4,58.2,0,0,0,,0,0,,13,315.7,1016.1,3.8,2.8,183.4,15.7,7,,2021-12-20T06:11:38,2021-12-20T16:56:36,0.51,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,21-12-2021,23,12.8,17.6,23,12.8,17.6,12.2,71.8,0,0,0,,0,0,,14.8,288.1,1014.4,5.9,2.4,177.7,15.3,7,,2021-12-21T06:12:08,2021-12-21T16:57:05,0.53,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,22-12-2021,24,14.4,19,24,14.4,19,13.7,73.5,0,0,0,,0,0,,18.4,299.9,1012.9,16.2,2.3,167.8,14.4,6,,2021-12-22T06:12:38,2021-12-22T16:57:35,0.55,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,23-12-2021,24,14,18.9,24,14,18.9,14.7,77.5,0,0,0,,0,0,,11.2,328.3,1013.2,5,2.1,168.1,14.4,6,,2021-12-23T06:13:07,2021-12-23T16:58:06,0.59,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,24-12-2021,25,14.5,19.6,25,14.5,19.6,15.3,78,0,0,0,,0,0,,9.4,30.1,1013.6,19.6,2.3,159.8,13.8,6,,2021-12-24T06:13:35,2021-12-24T16:58:38,0.63,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,25-12-2021,26,15.3,20.2,26,15.3,20.2,15.8,77.9,0,0,0,,0,0,,7.6,88,1014.2,10.6,2.4,158.2,13.6,6,,2021-12-25T06:14:02,2021-12-25T16:59:11,0.67,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,26-12-2021,26,16.4,21,26,16.4,21,17.5,82,0,0,0,,0,0,,7.6,73,1015.9,23.1,2.3,144.7,12.6,6,,2021-12-26T06:14:28,2021-12-26T16:59:44,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,27-12-2021,26,16,21.3,26,16,21.3,18.2,83.5,0,0,0,,0,0,,5.4,35.7,1017,28,1.9,148.7,12.7,6,,2021-12-27T06:14:53,2021-12-27T17:00:19,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,28-12-2021,26,17.8,21.1,26,17.8,21.1,17.3,79.9,0,0,0,,0,0,,11.2,49,1016.4,33.2,2.2,153.3,13.3,6,,2021-12-28T06:15:17,2021-12-28T17:00:54,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,29-12-2021,25,18,20.7,25,18,20.7,17.2,81.4,0,0,0,,0,0,,11.2,36.9,1016.5,63.5,2.3,156.9,13.6,6,,2021-12-29T06:15:40,2021-12-29T17:01:30,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,30-12-2021,23,17,19.4,23,17,19.4,17.4,88.3,0.988,100,4.17,rain,0,0,,14.8,344.7,1018.9,44.1,2.3,165.9,14.2,6,,2021-12-30T06:16:02,2021-12-30T17:02:06,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,31-12-2021,24,15,19.7,24,15,19.7,16.4,82.2,0,0,0,,0,0,,22.3,350.6,1019.4,16,2.9,174.8,15.2,7,,2021-12-31T06:16:22,2021-12-31T17:02:44,0.97,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
